from_asset,partition,rep_period,specification,to_asset,year
NO_Hydro_Reservoir,3,1,uniform,NO_E_Balance,2050
ES_E_Balance,4,1,uniform,ES_E_Demand,2050
ES_E_ENS,4,1,uniform,ES_E_Demand,2050
ES_Wind_Onshore,4,1,uniform,ES_E_Balance,2050
ES_Wind_Offshore,4,1,uniform,ES_E_Balance,2050
ES_Solar,4,1,uniform,ES_E_Balance,2050
ES_Hydro,4,1,uniform,ES_E_Balance,2050
ES_Hydro_Reservoir,4,1,uniform,ES_E_Balance,2050
ES_Nuclear,4,1,uniform,ES_E_Balance,2050
ES_E_Balance,4,1,uniform,ES_Battery,2050
ES_Battery,4,1,uniform,ES_E_Balance,2050
ES_E_Balance,4,1,uniform,ES_Pump_Hydro_Closed,2050
ES_Pump_Hydro_Closed,4,1,uniform,ES_E_Balance,2050
ES_E_Balance,4,1,uniform,ES_Pump_Hydro_Open,2050
ES_Pump_Hydro_Open,4,1,uniform,ES_E_Balance,2050
ES_Gas,4,1,uniform,ES_E_Balance,2050
PT_E_Balance,5,1,uniform,PT_E_Demand,2050
PT_E_ENS,5,1,uniform,PT_E_Demand,2050
PT_Wind_Onshore,5,1,uniform,PT_E_Balance,2050
PT_Wind_Offshore,5,1,uniform,PT_E_Balance,2050
PT_Solar,5,1,uniform,PT_E_Balance,2050
PT_Hydro,5,1,uniform,PT_E_Balance,2050
PT_Hydro_Reservoir,5,1,uniform,PT_E_Balance,2050
PT_E_Balance,5,1,uniform,PT_Pump_Hydro_Open,2050
PT_Pump_Hydro_Open,5,1,uniform,PT_E_Balance,2050
PT_Gas,5,1,uniform,PT_E_Balance,2050
IT_E_Balance,4,1,uniform,IT_E_Demand,2050
IT_E_ENS,4,1,uniform,IT_E_Demand,2050
IT_Wind_Onshore,4,1,uniform,IT_E_Balance,2050
IT_Wind_Offshore,4,1,uniform,IT_E_Balance,2050
IT_Solar,4,1,uniform,IT_E_Balance,2050
IT_Hydro,4,1,uniform,IT_E_Balance,2050
IT_Hydro_Reservoir,4,1,uniform,IT_E_Balance,2050
IT_E_Balance,4,1,uniform,IT_Battery,2050
IT_Battery,4,1,uniform,IT_E_Balance,2050
IT_E_Balance,4,1,uniform,IT_Pump_Hydro_Closed,2050
IT_Pump_Hydro_Closed,4,1,uniform,IT_E_Balance,2050
IT_E_Balance,4,1,uniform,IT_Pump_Hydro_Open,2050
IT_Pump_Hydro_Open,4,1,uniform,IT_E_Balance,2050
IT_Gas,4,1,uniform,IT_E_Balance,2050
IT_OCGT,4,1,uniform,IT_E_Balance,2050
MT_E_Balance,5,1,uniform,MT_E_Demand,2050
MT_E_ENS,5,1,uniform,MT_E_Demand,2050
MT_Solar,5,1,uniform,MT_E_Balance,2050
MT_Gas,5,1,uniform,MT_E_Balance,2050
SI_E_Balance,4,1,uniform,SI_E_Demand,2050
SI_E_ENS,4,1,uniform,SI_E_Demand,2050
SI_Wind_Onshore,4,1,uniform,SI_E_Balance,2050
SI_Wind_Offshore,4,1,uniform,SI_E_Balance,2050
SI_Solar,4,1,uniform,SI_E_Balance,2050
SI_Hydro,4,1,uniform,SI_E_Balance,2050
SI_Nuclear,4,1,uniform,SI_E_Balance,2050
SI_E_Balance,4,1,uniform,SI_Battery,2050
SI_Battery,4,1,uniform,SI_E_Balance,2050
SI_E_Balance,4,1,uniform,SI_Pump_Hydro_Closed,2050
SI_Pump_Hydro_Closed,4,1,uniform,SI_E_Balance,2050
SI_Coal,4,1,uniform,SI_E_Balance,2050
SI_Gas,4,1,uniform,SI_E_Balance,2050
SI_OCGT,4,1,uniform,SI_E_Balance,2050
HU_E_Balance,4,1,uniform,HU_E_Demand,2050
HU_E_ENS,4,1,uniform,HU_E_Demand,2050
HU_Wind_Onshore,4,1,uniform,HU_E_Balance,2050
HU_Solar,4,1,uniform,HU_E_Balance,2050
HU_Hydro,4,1,uniform,HU_E_Balance,2050
HU_Nuclear,4,1,uniform,HU_E_Balance,2050
HU_E_Balance,4,1,uniform,HU_Battery,2050
HU_Battery,4,1,uniform,HU_E_Balance,2050
HU_Gas,4,1,uniform,HU_E_Balance,2050
HU_OCGT,4,1,uniform,HU_E_Balance,2050
SK_E_Balance,4,1,uniform,SK_E_Demand,2050
SK_E_ENS,4,1,uniform,SK_E_Demand,2050
SK_Wind_Onshore,4,1,uniform,SK_E_Balance,2050
SK_Solar,4,1,uniform,SK_E_Balance,2050
SK_Hydro,4,1,uniform,SK_E_Balance,2050
SK_Hydro_Reservoir,4,1,uniform,SK_E_Balance,2050
SK_Nuclear,4,1,uniform,SK_E_Balance,2050
SK_E_Balance,4,1,uniform,SK_Pump_Hydro_Closed,2050
SK_Pump_Hydro_Closed,4,1,uniform,SK_E_Balance,2050
SK_E_Balance,4,1,uniform,SK_Pump_Hydro_Open,2050
SK_Pump_Hydro_Open,4,1,uniform,SK_E_Balance,2050
SK_Coal,4,1,uniform,SK_E_Balance,2050
SK_Gas,4,1,uniform,SK_E_Balance,2050
LT_E_Balance,4,1,uniform,LT_E_Demand,2050
LT_E_ENS,4,1,uniform,LT_E_Demand,2050
LT_Wind_Onshore,4,1,uniform,LT_E_Balance,2050
LT_Wind_Offshore,4,1,uniform,LT_E_Balance,2050
LT_Solar,4,1,uniform,LT_E_Balance,2050
LT_Hydro,4,1,uniform,LT_E_Balance,2050
LT_E_Balance,4,1,uniform,LT_Battery,2050
LT_Battery,4,1,uniform,LT_E_Balance,2050
LT_E_Balance,4,1,uniform,LT_Pump_Hydro_Closed,2050
LT_Pump_Hydro_Closed,4,1,uniform,LT_E_Balance,2050
LT_Gas,4,1,uniform,LT_E_Balance,2050
LV_E_Balance,5,1,uniform,LV_E_Demand,2050
LV_E_ENS,5,1,uniform,LV_E_Demand,2050
LV_Wind_Onshore,5,1,uniform,LV_E_Balance,2050
LV_Wind_Offshore,5,1,uniform,LV_E_Balance,2050
LV_Solar,5,1,uniform,LV_E_Balance,2050
LV_Hydro,5,1,uniform,LV_E_Balance,2050
LV_Gas,5,1,uniform,LV_E_Balance,2050
EE_E_Balance,5,1,uniform,EE_E_Demand,2050
EE_E_ENS,5,1,uniform,EE_E_Demand,2050
EE_Wind_Onshore,5,1,uniform,EE_E_Balance,2050
EE_Wind_Offshore,5,1,uniform,EE_E_Balance,2050
EE_Solar,5,1,uniform,EE_E_Balance,2050
FI_E_Balance,4,1,uniform,FI_E_Demand,2050
FI_E_ENS,4,1,uniform,FI_E_Demand,2050
FI_Wind_Onshore,4,1,uniform,FI_E_Balance,2050
FI_Wind_Offshore,4,1,uniform,FI_E_Balance,2050
FI_Solar,4,1,uniform,FI_E_Balance,2050
FI_Hydro_Reservoir,4,1,uniform,FI_E_Balance,2050
FI_Nuclear,4,1,uniform,FI_E_Balance,2050
FI_E_Balance,4,1,uniform,FI_Battery,2050
FI_Battery,4,1,uniform,FI_E_Balance,2050
FI_Gas,4,1,uniform,FI_E_Balance,2050
FI_OCGT,4,1,uniform,FI_E_Balance,2050
HR_E_Balance,5,1,uniform,HR_E_Demand,2050
HR_E_ENS,5,1,uniform,HR_E_Demand,2050
HR_Wind_Onshore,5,1,uniform,HR_E_Balance,2050
HR_Wind_Offshore,5,1,uniform,HR_E_Balance,2050
HR_Solar,5,1,uniform,HR_E_Balance,2050
HR_Hydro,5,1,uniform,HR_E_Balance,2050
HR_Hydro_Reservoir,5,1,uniform,HR_E_Balance,2050
HR_E_Balance,5,1,uniform,HR_Battery,2050
HR_Battery,5,1,uniform,HR_E_Balance,2050
HR_E_Balance,5,1,uniform,HR_Pump_Hydro_Open,2050
HR_Pump_Hydro_Open,5,1,uniform,HR_E_Balance,2050
HR_Coal,5,1,uniform,HR_E_Balance,2050
HR_Gas,5,1,uniform,HR_E_Balance,2050
GR_E_Balance,5,1,uniform,GR_E_Demand,2050
GR_E_ENS,5,1,uniform,GR_E_Demand,2050
GR_Wind_Onshore,5,1,uniform,GR_E_Balance,2050
GR_Wind_Offshore,5,1,uniform,GR_E_Balance,2050
GR_Solar,5,1,uniform,GR_E_Balance,2050
GR_Hydro,5,1,uniform,GR_E_Balance,2050
GR_Hydro_Reservoir,5,1,uniform,GR_E_Balance,2050
GR_E_Balance,5,1,uniform,GR_Battery,2050
GR_Battery,5,1,uniform,GR_E_Balance,2050
GR_E_Balance,5,1,uniform,GR_Pump_Hydro_Closed,2050
GR_Pump_Hydro_Closed,5,1,uniform,GR_E_Balance,2050
GR_E_Balance,5,1,uniform,GR_Pump_Hydro_Open,2050
GR_Pump_Hydro_Open,5,1,uniform,GR_E_Balance,2050
GR_Gas,5,1,uniform,GR_E_Balance,2050
GR_OCGT,5,1,uniform,GR_E_Balance,2050
BG_E_Balance,6,1,uniform,BG_E_Demand,2050
BG_E_ENS,6,1,uniform,BG_E_Demand,2050
BG_Wind_Onshore,6,1,uniform,BG_E_Balance,2050
BG_Solar,6,1,uniform,BG_E_Balance,2050
BG_Hydro,6,1,uniform,BG_E_Balance,2050
BG_Hydro_Reservoir,6,1,uniform,BG_E_Balance,2050
BG_Nuclear,6,1,uniform,BG_E_Balance,2050
BG_E_Balance,6,1,uniform,BG_Pump_Hydro_Closed,2050
BG_Pump_Hydro_Closed,6,1,uniform,BG_E_Balance,2050
BG_E_Balance,6,1,uniform,BG_Pump_Hydro_Open,2050
BG_Pump_Hydro_Open,6,1,uniform,BG_E_Balance,2050
BG_Coal,6,1,uniform,BG_E_Balance,2050
BG_Gas,6,1,uniform,BG_E_Balance,2050
BG_OCGT,6,1,uniform,BG_E_Balance,2050
RO_E_Balance,5,1,uniform,RO_E_Demand,2050
RO_E_ENS,5,1,uniform,RO_E_Demand,2050
RO_Wind_Onshore,5,1,uniform,RO_E_Balance,2050
RO_Wind_Offshore,5,1,uniform,RO_E_Balance,2050
RO_Solar,5,1,uniform,RO_E_Balance,2050
RO_Hydro,5,1,uniform,RO_E_Balance,2050
RO_Hydro_Reservoir,5,1,uniform,RO_E_Balance,2050
RO_Nuclear,5,1,uniform,RO_E_Balance,2050
RO_E_Balance,5,1,uniform,RO_Battery,2050
RO_Battery,5,1,uniform,RO_E_Balance,2050
RO_E_Balance,5,1,uniform,RO_Pump_Hydro_Open,2050
RO_Pump_Hydro_Open,5,1,uniform,RO_E_Balance,2050
RO_Coal,5,1,uniform,RO_E_Balance,2050
RO_Gas,5,1,uniform,RO_E_Balance,2050
RO_OCGT,5,1,uniform,RO_E_Balance,2050
CY_E_Balance,5,1,uniform,CY_E_Demand,2050
CY_E_ENS,5,1,uniform,CY_E_Demand,2050
CY_Wind_Onshore,5,1,uniform,CY_E_Balance,2050
CY_Solar,5,1,uniform,CY_E_Balance,2050
CY_E_Balance,5,1,uniform,CY_Battery,2050
CY_Battery,5,1,uniform,CY_E_Balance,2050
CY_Gas,5,1,uniform,CY_E_Balance,2050
DK_Battery,2,1,uniform,DK_E_Balance,2050
BG_Battery,6,1,uniform,BG_E_Balance,2050
FR_Battery,3,1,uniform,FR_E_Balance,2050
LV_Battery,5,1,uniform,LV_E_Balance,2050
PT_Battery,5,1,uniform,PT_E_Balance,2050
SK_Battery,4,1,uniform,SK_E_Balance,2050
OBZLL_Wind_Offshore,2,1,uniform,OBZLL_E_Balance,2050
NL_E_Balance,1,1,uniform,NL_electrolyzer,2050
NL_electrolyzer,1,1,uniform,NL_H_Demand,2050
EU_SMR_CCS,1,1,uniform,NL_H_Demand,2050
BE_E_Balance,2,1,uniform,BE_electrolyzer,2050
BE_electrolyzer,2,1,uniform,BE_H_Demand,2050
EU_SMR_CCS,2,1,uniform,BE_H_Demand,2050
DE_E_Balance,2,1,uniform,DE_electrolyzer,2050
DE_electrolyzer,2,1,uniform,DE_H_Demand,2050
EU_SMR_CCS,2,1,uniform,DE_H_Demand,2050
FR_E_Balance,3,1,uniform,FR_electrolyzer,2050
FR_electrolyzer,3,1,uniform,FR_H_Demand,2050
EU_SMR_CCS,2,1,uniform,FR_H_Demand,2050
DK_E_Balance,2,1,uniform,DK_electrolyzer,2050
DK_electrolyzer,2,1,uniform,DK_H_Demand,2050
EU_SMR_CCS,2,1,uniform,DK_H_Demand,2050
UK_E_Balance,2,1,uniform,UK_electrolyzer,2050
UK_electrolyzer,2,1,uniform,UK_H_Demand,2050
EU_SMR_CCS,2,1,uniform,UK_H_Demand,2050
IE_E_Balance,3,1,uniform,IE_electrolyzer,2050
IE_electrolyzer,3,1,uniform,IE_H_Demand,2050
EU_SMR_CCS,2,1,uniform,IE_H_Demand,2050
CH_E_Balance,3,1,uniform,CH_electrolyzer,2050
CH_electrolyzer,3,1,uniform,CH_H_Demand,2050
EU_SMR_CCS,2,1,uniform,CH_H_Demand,2050
AT_E_Balance,3,1,uniform,AT_electrolyzer,2050
AT_electrolyzer,3,1,uniform,AT_H_Demand,2050
EU_SMR_CCS,2,1,uniform,AT_H_Demand,2050
LU_E_Balance,3,1,uniform,LU_electrolyzer,2050
LU_electrolyzer,3,1,uniform,LU_H_Demand,2050
EU_SMR_CCS,2,1,uniform,LU_H_Demand,2050
CZ_E_Balance,3,1,uniform,CZ_electrolyzer,2050
CZ_electrolyzer,3,1,uniform,CZ_H_Demand,2050
EU_SMR_CCS,2,1,uniform,CZ_H_Demand,2050
PL_E_Balance,3,1,uniform,PL_electrolyzer,2050
PL_electrolyzer,3,1,uniform,PL_H_Demand,2050
EU_SMR_CCS,2,1,uniform,PL_H_Demand,2050
SE_E_Balance,3,1,uniform,SE_electrolyzer,2050
SE_electrolyzer,3,1,uniform,SE_H_Demand,2050
EU_SMR_CCS,2,1,uniform,SE_H_Demand,2050
NO_E_Balance,3,1,uniform,NO_electrolyzer,2050
NO_electrolyzer,3,1,uniform,NO_H_Demand,2050
EU_SMR_CCS,2,1,uniform,NO_H_Demand,2050
ES_E_Balance,4,1,uniform,ES_electrolyzer,2050
ES_electrolyzer,4,1,uniform,ES_H_Demand,2050
EU_SMR_CCS,2,1,uniform,ES_H_Demand,2050
PT_E_Balance,5,1,uniform,PT_electrolyzer,2050
PT_electrolyzer,5,1,uniform,PT_H_Demand,2050
EU_SMR_CCS,2,1,uniform,PT_H_Demand,2050
IT_E_Balance,4,1,uniform,IT_electrolyzer,2050
IT_electrolyzer,4,1,uniform,IT_H_Demand,2050
EU_SMR_CCS,2,1,uniform,IT_H_Demand,2050
MT_E_Balance,5,1,uniform,MT_electrolyzer,2050
MT_electrolyzer,5,1,uniform,MT_H_Demand,2050
EU_SMR_CCS,2,1,uniform,MT_H_Demand,2050
SI_E_Balance,4,1,uniform,SI_electrolyzer,2050
SI_electrolyzer,4,1,uniform,SI_H_Demand,2050
EU_SMR_CCS,2,1,uniform,SI_H_Demand,2050
HU_E_Balance,4,1,uniform,HU_electrolyzer,2050
HU_electrolyzer,4,1,uniform,HU_H_Demand,2050
EU_SMR_CCS,2,1,uniform,HU_H_Demand,2050
SK_E_Balance,4,1,uniform,SK_electrolyzer,2050
SK_electrolyzer,4,1,uniform,SK_H_Demand,2050
EU_SMR_CCS,2,1,uniform,SK_H_Demand,2050
LT_E_Balance,4,1,uniform,LT_electrolyzer,2050
LT_electrolyzer,4,1,uniform,LT_H_Demand,2050
EU_SMR_CCS,2,1,uniform,LT_H_Demand,2050
LV_E_Balance,5,1,uniform,LV_electrolyzer,2050
LV_electrolyzer,5,1,uniform,LV_H_Demand,2050
EU_SMR_CCS,2,1,uniform,LV_H_Demand,2050
EE_E_Balance,5,1,uniform,EE_electrolyzer,2050
EE_electrolyzer,5,1,uniform,EE_H_Demand,2050
EU_SMR_CCS,2,1,uniform,EE_H_Demand,2050
FI_E_Balance,4,1,uniform,FI_electrolyzer,2050
FI_electrolyzer,4,1,uniform,FI_H_Demand,2050
EU_SMR_CCS,2,1,uniform,FI_H_Demand,2050
HR_E_Balance,5,1,uniform,HR_electrolyzer,2050
HR_electrolyzer,5,1,uniform,HR_H_Demand,2050
EU_SMR_CCS,2,1,uniform,HR_H_Demand,2050
GR_E_Balance,5,1,uniform,GR_electrolyzer,2050
GR_electrolyzer,5,1,uniform,GR_H_Demand,2050
EU_SMR_CCS,2,1,uniform,GR_H_Demand,2050
BG_E_Balance,6,1,uniform,BG_electrolyzer,2050
BG_electrolyzer,6,1,uniform,BG_H_Demand,2050
EU_SMR_CCS,2,1,uniform,BG_H_Demand,2050
RO_E_Balance,5,1,uniform,RO_electrolyzer,2050
RO_electrolyzer,5,1,uniform,RO_H_Demand,2050
EU_SMR_CCS,2,1,uniform,RO_H_Demand,2050
CY_E_Balance,5,1,uniform,CY_electrolyzer,2050
CY_electrolyzer,5,1,uniform,CY_H_Demand,2050
EU_SMR_CCS,2,1,uniform,CY_H_Demand,2050
OBZLL_E_Balance,2,1,uniform,OBZLL_E_Demand,2050
OBZLL_E_Balance,2,1,uniform,OBZLL_electrolyzer,2050
OBZLL_electrolyzer,2,1,uniform,OBZLL_H_Demand,2050
EU_SMR_CCS,2,1,uniform,OBZLL_H_Demand,2050
NL_E_Balance,1,1,uniform,BE_E_Balance,2050
DE_E_Balance,1,1,uniform,NL_E_Balance,2050
DE_E_Balance,2,1,uniform,BE_E_Balance,2050
FR_E_Balance,2,1,uniform,DE_E_Balance,2050
FR_E_Balance,2,1,uniform,BE_E_Balance,2050
DK_E_Balance,2,1,uniform,DE_E_Balance,2050
DK_E_Balance,1,1,uniform,NL_E_Balance,2050
UK_E_Balance,2,1,uniform,BE_E_Balance,2050
UK_E_Balance,2,1,uniform,DK_E_Balance,2050
UK_E_Balance,2,1,uniform,FR_E_Balance,2050
UK_E_Balance,1,1,uniform,NL_E_Balance,2050
IE_E_Balance,2,1,uniform,UK_E_Balance,2050
IE_E_Balance,3,1,uniform,FR_E_Balance,2050
CH_E_Balance,2,1,uniform,DE_E_Balance,2050
CH_E_Balance,3,1,uniform,FR_E_Balance,2050
AT_E_Balance,3,1,uniform,CH_E_Balance,2050
AT_E_Balance,2,1,uniform,DE_E_Balance,2050
LU_E_Balance,2,1,uniform,BE_E_Balance,2050
LU_E_Balance,2,1,uniform,DE_E_Balance,2050
LU_E_Balance,3,1,uniform,FR_E_Balance,2050
CZ_E_Balance,3,1,uniform,AT_E_Balance,2050
